scenario_id,incident_id,disaster_type,severity,people_affected,resource_id,resource_type,distance_km,resource_capacity,current_workload,future_demand,capability_score,allocation_cost
260,I260_4,Urban Fire,83,84,R260_2,Medical Response Team,12.56,8,3,43,0.0,100000
260,I260_4,Urban Fire,83,84,R260_3,Flood Rescue Team,19.55,14,0,97,0.0,100000
260,I260_4,Urban Fire,83,84,R260_4,Disaster Response Team,4.63,15,2,64,0.6,160.35
260,I260_4,Urban Fire,83,84,R260_5,Medical Response Team,13.98,22,4,60,0.0,100000
260,I260_4,Urban Fire,83,84,R260_6,Fire Unit,8.59,45,2,78,1.0,167.65
260,I260_4,Urban Fire,83,84,R260_7,Disaster Response Team,24.65,38,5,19,0.6,267.2
260,I260_4,Urban Fire,83,84,R260_8,Search and Rescue Unit,6.47,12,1,98,0.5,176.05
261,I261_1,Landslide,68,167,R261_1,Multi-Purpose Emergency Unit,17.79,19,0,9,0.8,186.4
261,I261_1,Landslide,68,167,R261_2,Disaster Response Team,2.25,12,2,92,0.9,137.45
261,I261_1,Landslide,68,167,R261_3,Multi-Purpose Emergency Unit,2.16,48,4,60,0.8,145.0
261,I261_1,Landslide,68,167,R261_4,Ambulance,10.61,44,3,88,0.0,100000
261,I261_1,Landslide,68,167,R261_5,Multi-Purpose Emergency Unit,16.37,17,2,77,0.8,208.3
261,I261_2,Cyclone,91,287,R261_1,Multi-Purpose Emergency Unit,13.42,19,0,9,0.8,173.75
261,I261_2,Cyclone,91,287,R261_2,Disaster Response Team,8.88,12,2,92,0.9,179.8
261,I261_2,Cyclone,91,287,R261_3,Multi-Purpose Emergency Unit,14.42,48,4,60,0.8,215.5
261,I261_2,Cyclone,91,287,R261_4,Ambulance,26.49,44,3,88,0.0,100000
261,I261_2,Cyclone,91,287,R261_5,Multi-Purpose Emergency Unit,2.68,17,2,77,0.8,149.05
261,I261_3,Flood,45,409,R261_1,Multi-Purpose Emergency Unit,29.33,19,0,9,0.8,234.9
261,I261_3,Flood,45,409,R261_2,Disaster Response Team,22.11,12,2,92,0.8,231.55
261,I261_3,Flood,45,409,R261_3,Multi-Purpose Emergency Unit,24.82,48,4,60,0.8,249.1
261,I261_3,Flood,45,409,R261_4,Ambulance,26.28,44,3,88,0.0,100000
261,I261_3,Flood,45,409,R261_5,Multi-Purpose Emergency Unit,17.9,17,2,77,0.8,206.75
261,I261_4,Forest Fire,47,317,R261_1,Multi-Purpose Emergency Unit,17.44,19,0,9,0.7,180.25
261,I261_4,Forest Fire,47,317,R261_2,Disaster Response Team,17.07,12,2,92,0.0,100000
261,I261_4,Forest Fire,47,317,R261_3,Multi-Purpose Emergency Unit,13.43,48,4,60,0.7,196.95
261,I261_4,Forest Fire,47,317,R261_4,Ambulance,10.17,44,3,88,0.0,100000
261,I261_4,Forest Fire,47,317,R261_5,Multi-Purpose Emergency Unit,16.62,17,2,77,0.7,205.15
262,I262_1,Urban Fire,37,396,R262_1,Multi-Purpose Emergency Unit,11.52,49,1,23,0.7,156.15
262,I262_1,Urban Fire,37,396,R262_2,Search and Rescue Unit,17.19,31,1,58,0.5,201.25
262,I262_1,Urban Fire,37,396,R262_3,Search and Rescue Unit,29.87,23,1,86,0.5,271.65
262,I262_1,Urban Fire,37,396,R262_4,Medical Response Team,28.81,18,4,95,0.0,100000
262,I262_1,Urban Fire,37,396,R262_5,Ambulance,26.26,10,0,82,0.0,100000
262,I262_1,Urban Fire,37,396,R262_6,Fire and Rescue Unit,10.15,29,3,62,1.0,159.05
262,I262_1,Urban Fire,37,396,R262_7,Ambulance,16.39,35,0,65,0.0,100000
262,I262_2,Heatwave,28,446,R262_1,Multi-Purpose Emergency Unit,8.84,49,1,23,0.6,143.15
262,I262_2,Heatwave,28,446,R262_2,Search and Rescue Unit,10.35,31,1,58,0.0,100000
262,I262_2,Heatwave,28,446,R262_3,Search and Rescue Unit,2.48,23,1,86,0.0,100000
262,I262_2,Heatwave,28,446,R262_4,Medical Response Team,2.73,18,4,95,0.9,136.6
262,I262_2,Heatwave,28,446,R262_5,Ambulance,3.22,10,0,82,0.7,119.8
262,I262_2,Heatwave,28,446,R262_6,Fire and Rescue Unit,16.97,29,3,62,0.0,100000
262,I262_2,Heatwave,28,446,R262_7,Ambulance,3.81,35,0,65,0.7,118.5
262,I262_3,Landslide,60,491,R262_1,Multi-Purpose Emergency Unit,5.17,49,1,23,0.8,129.6
262,I262_3,Landslide,60,491,R262_2,Search and Rescue Unit,15.65,31,1,58,1.0,182.75
262,I262_3,Landslide,60,491,R262_3,Search and Rescue Unit,25.62,23,1,86,1.0,239.6
262,I262_3,Landslide,60,491,R262_4,Medical Response Team,17.43,18,4,95,0.0,100000
262,I262_3,Landslide,60,491,R262_5,Ambulance,14.32,10,0,82,0.0,100000
262,I262_3,Landslide,60,491,R262_6,Fire and Rescue Unit,19.68,29,3,62,0.4,239.9
262,I262_3,Landslide,60,491,R262_7,Ambulance,6.13,35,0,65,0.0,100000
262,I262_4,Cyclone,66,464,R262_1,Multi-Purpose Emergency Unit,2.66,49,1,23,0.8,119.45
262,I262_4,Cyclone,66,464,R262_2,Search and Rescue Unit,20.68,31,1,58,0.8,218.3
262,I262_4,Cyclone,66,464,R262_3,Search and Rescue Unit,24.62,23,1,86,0.8,245.0
262,I262_4,Cyclone,66,464,R262_4,Medical Response Team,14.24,18,4,95,0.4,229.35
262,I262_4,Cyclone,66,464,R262_5,Ambulance,26.74,10,0,82,0.0,100000
262,I262_4,Cyclone,66,464,R262_6,Fire and Rescue Unit,29.83,29,3,62,0.6,285.05
262,I262_4,Cyclone,66,464,R262_7,Ambulance,4.99,35,0,65,0.0,100000
263,I263_1,Flood,75,456,R263_1,Fire and Rescue Unit,10.14,3,0,28,0.0,100000
263,I263_1,Flood,75,456,R263_2,Search and Rescue Unit,14.0,29,1,33,0.7,186.25
263,I263_1,Flood,75,456,R263_3,Disaster Response Team,20.13,39,5,98,0.8,253.15
263,I263_2,Landslide,22,206,R263_1,Fire and Rescue Unit,23.21,3,0,28,0.4,215.85
263,I263_2,Landslide,22,206,R263_2,Search and Rescue Unit,17.45,29,1,33,1.0,170.3
263,I263_2,Landslide,22,206,R263_3,Disaster Response Team,10.96,39,5,98,0.9,182.1
263,I263_3,Forest Fire,93,151,R263_1,Fire and Rescue Unit,26.47,3,0,28,1.0,236.55
263,I263_3,Forest Fire,93,151,R263_2,Search and Rescue Unit,26.08,29,1,33,0.0,100000
263,I263_3,Forest Fire,93,151,R263_3,Disaster Response Team,5.0,39,5,98,0.0,100000
263,I263_4,Heatwave,20,320,R263_1,Fire and Rescue Unit,23.3,3,0,28,0.0,100000
263,I263_4,Heatwave,20,320,R263_2,Search and Rescue Unit,6.58,29,1,33,0.0,100000
263,I263_4,Heatwave,20,320,R263_3,Disaster Response Team,5.86,39,5,98,0.0,100000
264,I264_1,Cyclone,89,179,R264_1,Search and Rescue Unit,23.24,16,5,26,0.8,256.3
264,I264_1,Cyclone,89,179,R264_2,Disaster Response Team,17.91,21,1,54,0.9,208.65
264,I264_1,Cyclone,89,179,R264_3,Medical Response Team,4.18,16,1,98,0.4,171.0
264,I264_1,Cyclone,89,179,R264_4,Search and Rescue Unit,29.09,3,1,56,0.8,269.05
264,I264_1,Cyclone,89,179,R264_5,Fire Unit,15.45,26,0,56,0.4,210.85
264,I264_1,Cyclone,89,179,R264_6,Disaster Response Team,17.56,26,0,57,0.9,201.65
264,I264_1,Cyclone,89,179,R264_7,Multi-Purpose Emergency Unit,15.74,27,1,26,0.8,194.8
264,I264_2,Flood,28,168,R264_1,Search and Rescue Unit,5.31,16,5,26,0.7,146.25
264,I264_2,Flood,28,168,R264_2,Disaster Response Team,6.68,21,1,54,0.8,132.1
264,I264_2,Flood,28,168,R264_3,Medical Response Team,28.25,16,1,98,0.0,100000
264,I264_2,Flood,28,168,R264_4,Search and Rescue Unit,22.35,3,1,56,0.7,214.95
264,I264_2,Flood,28,168,R264_5,Fire Unit,11.07,26,0,56,0.0,100000
264,I264_2,Flood,28,168,R264_6,Disaster Response Team,29.86,26,0,57,0.8,242.75
264,I264_2,Flood,28,168,R264_7,Multi-Purpose Emergency Unit,12.75,27,1,26,0.8,155.45
265,I265_1,Urban Fire,52,261,R265_1,Ambulance,7.27,26,3,51,0.0,100000
265,I265_1,Urban Fire,52,261,R265_2,Fire Unit,21.19,24,2,39,1.0,208.5
265,I265_1,Urban Fire,52,261,R265_3,Fire Unit,19.69,29,5,38,1.0,218.75
265,I265_2,Landslide,34,484,R265_1,Ambulance,24.4,26,3,51,0.0,100000
265,I265_2,Landslide,34,484,R265_2,Fire Unit,26.34,24,2,39,0.0,100000
265,I265_2,Landslide,34,484,R265_3,Fire Unit,0.97,29,5,38,0.0,100000
265,I265_3,Forest Fire,78,9,R265_1,Ambulance,28.94,26,3,51,0.0,100000
265,I265_3,Forest Fire,78,9,R265_2,Fire Unit,22.02,24,2,39,1.0,163.05
265,I265_3,Forest Fire,78,9,R265_3,Fire Unit,26.97,29,5,38,1.0,205.55
266,I266_1,Forest Fire,92,5,R266_1,Flood Rescue Team,28.12,10,5,60,0.0,100000
266,I266_1,Forest Fire,92,5,R266_2,Ambulance,28.98,5,4,26,0.0,100000
266,I266_1,Forest Fire,92,5,R266_3,Medical Response Team,22.39,25,4,53,0.0,100000
266,I266_1,Forest Fire,92,5,R266_4,Flood Rescue Team,24.4,28,1,22,0.0,100000
266,I266_2,Flood,36,266,R266_1,Flood Rescue Team,5.86,10,5,60,1.0,148.7
266,I266_2,Flood,36,266,R266_2,Ambulance,26.43,5,4,26,0.0,100000
266,I266_2,Flood,36,266,R266_3,Medical Response Team,3.73,25,4,53,0.0,100000
266,I266_2,Flood,36,266,R266_4,Flood Rescue Team,5.29,28,1,22,1.0,112.35
267,I267_1,Heatwave,99,165,R267_1,Flood Rescue Team,29.65,28,0,69,0.0,100000
267,I267_1,Heatwave,99,165,R267_2,Fire and Rescue Unit,3.82,50,4,92,0.0,100000
267,I267_1,Heatwave,99,165,R267_3,Flood Rescue Team,14.53,12,0,1,0.0,100000
267,I267_1,Heatwave,99,165,R267_4,Search and Rescue Unit,29.51,16,0,53,0.0,100000
267,I267_2,Lightning,23,402,R267_1,Flood Rescue Team,25.76,28,0,69,0.0,100000
267,I267_2,Lightning,23,402,R267_2,Fire and Rescue Unit,16.33,50,4,92,0.0,100000
267,I267_2,Lightning,23,402,R267_3,Flood Rescue Team,4.46,12,0,1,0.0,100000
267,I267_2,Lightning,23,402,R267_4,Search and Rescue Unit,18.3,16,0,53,0.0,100000
267,I267_3,Landslide,23,170,R267_1,Flood Rescue Team,19.29,28,0,69,0.7,194.9
267,I267_3,Landslide,23,170,R267_2,Fire and Rescue Unit,9.69,50,4,92,0.4,188.65
267,I267_3,Landslide,23,170,R267_3,Flood Rescue Team,14.35,12,0,1,0.7,153.2
267,I267_3,Landslide,23,170,R267_4,Search and Rescue Unit,27.14,16,0,53,1.0,218.15
267,I267_4,Flood,23,456,R267_1,Flood Rescue Team,4.28,28,0,69,1.0,107.85
267,I267_4,Flood,23,456,R267_2,Fire and Rescue Unit,19.86,50,4,92,0.0,100000
267,I267_4,Flood,23,456,R267_3,Flood Rescue Team,11.28,12,0,1,1.0,125.85
267,I267_4,Flood,23,456,R267_4,Search and Rescue Unit,18.6,16,0,53,0.7,187.45
267,I267_5,Medical Emergency,80,18,R267_1,Flood Rescue Team,21.63,28,0,69,0.0,100000
267,I267_5,Medical Emergency,80,18,R267_2,Fire and Rescue Unit,14.59,50,4,92,0.0,100000
267,I267_5,Medical Emergency,80,18,R267_3,Flood Rescue Team,22.59,12,0,1,0.0,100000
267,I267_5,Medical Emergency,80,18,R267_4,Search and Rescue Unit,25.63,16,0,53,0.0,100000
268,I268_1,Forest Fire,38,116,R268_1,Fire and Rescue Unit,12.95,20,4,13,1.0,167.2
268,I268_1,Forest Fire,38,116,R268_2,Disaster Response Team,20.01,16,2,23,0.0,100000
268,I268_1,Forest Fire,38,116,R268_3,Medical Response Team,17.59,23,5,59,0.0,100000
268,I268_1,Forest Fire,38,116,R268_4,Medical Response Team,28.07,50,1,41,0.0,100000
268,I268_2,Flood,30,381,R268_1,Fire and Rescue Unit,1.51,20,4,13,0.0,100000
268,I268_2,Flood,30,381,R268_2,Disaster Response Team,27.23,16,2,23,0.8,233.9
268,I268_2,Flood,30,381,R268_3,Medical Response Team,11.86,23,5,59,0.0,100000
268,I268_2,Flood,30,381,R268_4,Medical Response Team,1.92,50,1,41,0.0,100000
268,I268_3,Lightning,32,368,R268_1,Fire and Rescue Unit,6.34,20,4,13,0.0,100000
268,I268_3,Lightning,32,368,R268_2,Disaster Response Team,5.87,16,2,23,0.0,100000
268,I268_3,Lightning,32,368,R268_3,Medical Response Team,4.72,23,5,59,0.9,145.15
268,I268_3,Lightning,32,368,R268_4,Medical Response Team,1.51,50,1,41,0.9,100.6
269,I269_1,Lightning,93,247,R269_1,Fire and Rescue Unit,24.31,30,1,58,0.0,100000
269,I269_1,Lightning,93,247,R269_2,Medical Response Team,14.88,36,3,15,0.9,197.35
269,I269_1,Lightning,93,247,R269_3,Medical Response Team,16.69,43,4,43,0.9,219.4
269,I269_1,Lightning,93,247,R269_4,Search and Rescue Unit,20.07,13,2,43,0.0,100000
269,I269_2,Landslide,81,440,R269_1,Fire and Rescue Unit,20.21,30,1,58,0.4,237.95
269,I269_2,Landslide,81,440,R269_2,Medical Response Team,10.6,36,3,15,0.0,100000
269,I269_2,Landslide,81,440,R269_3,Medical Response Team,15.81,43,4,43,0.0,100000
269,I269_2,Landslide,81,440,R269_4,Search and Rescue Unit,2.36,13,2,43,1.0,126.95
269,I269_3,Cyclone,64,97,R269_1,Fire and Rescue Unit,11.28,30,1,58,0.6,178.5
269,I269_3,Cyclone,64,97,R269_2,Medical Response Team,19.45,36,3,15,0.4,228.6
269,I269_3,Cyclone,64,97,R269_3,Medical Response Team,28.96,43,4,43,0.4,289.15
269,I269_3,Cyclone,64,97,R269_4,Search and Rescue Unit,4.22,13,2,43,0.8,137.45
270,I270_1,Earthquake,57,65,R270_1,Fire Unit,7.3,34,1,50,0.5,157.8
270,I270_1,Earthquake,57,65,R270_2,Disaster Response Team,28.44,11,5,28,1.0,262.0
270,I270_1,Earthquake,57,65,R270_3,Ambulance,16.16,14,5,95,0.4,241.35
270,I270_1,Earthquake,57,65,R270_4,Search and Rescue Unit,11.55,35,4,99,1.0,189.3
270,I270_1,Earthquake,57,65,R270_5,Flood Rescue Team,3.45,38,4,67,0.4,164.8
270,I270_1,Earthquake,57,65,R270_6,Ambulance,5.39,36,2,69,0.4,163.0
270,I270_2,Urban Fire,64,158,R270_1,Fire Unit,19.21,34,1,50,1.0,200.15
270,I270_2,Urban Fire,64,158,R270_2,Disaster Response Team,18.74,11,5,28,0.6,232.3
270,I270_2,Urban Fire,64,158,R270_3,Ambulance,25.38,14,5,95,0.0,100000
270,I270_2,Urban Fire,64,158,R270_4,Search and Rescue Unit,22.66,35,4,99,0.5,267.65
270,I270_2,Urban Fire,64,158,R270_5,Flood Rescue Team,4.99,38,4,67,0.0,100000
270,I270_2,Urban Fire,64,158,R270_6,Ambulance,28.29,36,2,69,0.0,100000
270,I270_3,Heatwave,77,224,R270_1,Fire Unit,18.49,34,1,50,0.0,100000
270,I270_3,Heatwave,77,224,R270_2,Disaster Response Team,25.82,11,5,28,0.0,100000
270,I270_3,Heatwave,77,224,R270_3,Ambulance,8.71,14,5,95,0.7,200.1
270,I270_3,Heatwave,77,224,R270_4,Search and Rescue Unit,28.79,35,4,99,0.0,100000
270,I270_3,Heatwave,77,224,R270_5,Flood Rescue Team,28.49,38,4,67,0.0,100000
270,I270_3,Heatwave,77,224,R270_6,Ambulance,9.25,36,2,69,0.7,178.3
271,I271_1,Medical Emergency,20,39,R271_1,Fire Unit,21.92,5,3,17,0.0,100000
271,I271_1,Medical Emergency,20,39,R271_2,Flood Rescue Team,17.78,32,1,97,0.0,100000
271,I271_1,Medical Emergency,20,39,R271_3,Disaster Response Team,20.33,27,1,82,0.0,100000
271,I271_1,Medical Emergency,20,39,R271_4,Fire and Rescue Unit,6.57,27,4,24,0.0,100000
271,I271_1,Medical Emergency,20,39,R271_5,Disaster Response Team,4.7,24,0,28,0.0,100000
271,I271_1,Medical Emergency,20,39,R271_6,Medical Response Team,8.63,10,3,15,1.0,132.9
271,I271_2,Landslide,52,363,R271_1,Fire Unit,10.16,5,3,17,0.0,100000
271,I271_2,Landslide,52,363,R271_2,Flood Rescue Team,19.28,32,1,97,0.7,219.45
271,I271_2,Landslide,52,363,R271_3,Disaster Response Team,15.86,27,1,82,0.9,190.6
271,I271_2,Landslide,52,363,R271_4,Fire and Rescue Unit,15.97,27,4,24,0.4,214.65
271,I271_2,Landslide,52,363,R271_5,Disaster Response Team,23.26,24,0,28,0.9,208.1
271,I271_2,Landslide,52,363,R271_6,Medical Response Team,18.15,10,3,15,0.0,100000
271,I271_3,Earthquake,91,343,R271_1,Fire Unit,7.35,5,3,17,0.5,175.4
271,I271_3,Earthquake,91,343,R271_2,Flood Rescue Team,13.43,32,1,97,0.4,217.8
271,I271_3,Earthquake,91,343,R271_3,Disaster Response Team,24.76,27,1,82,1.0,246.7
271,I271_3,Earthquake,91,343,R271_4,Fire and Rescue Unit,16.47,27,4,24,0.7,220.75
271,I271_3,Earthquake,91,343,R271_5,Disaster Response Team,18.5,24,0,28,1.0,195.9
271,I271_3,Earthquake,91,343,R271_6,Medical Response Team,5.03,10,3,15,0.6,159.3
271,I271_4,Urban Fire,59,107,R271_1,Fire Unit,26.47,5,3,17,1.0,238.2
271,I271_4,Urban Fire,59,107,R271_2,Flood Rescue Team,22.75,32,1,97,0.0,100000
271,I271_4,Urban Fire,59,107,R271_3,Disaster Response Team,21.74,27,1,82,0.6,234.8
271,I271_4,Urban Fire,59,107,R271_4,Fire and Rescue Unit,26.32,27,4,24,1.0,245.2
271,I271_4,Urban Fire,59,107,R271_5,Disaster Response Team,28.51,24,0,28,0.6,249.15
271,I271_4,Urban Fire,59,107,R271_6,Medical Response Team,1.71,10,3,15,0.0,100000
271,I271_5,Flood,98,305,R271_1,Fire Unit,25.22,5,3,17,0.0,100000
271,I271_5,Flood,98,305,R271_2,Flood Rescue Team,8.04,32,1,97,1.0,169.65
271,I271_5,Flood,98,305,R271_3,Disaster Response Team,18.99,27,1,82,0.8,228.65
271,I271_5,Flood,98,305,R271_4,Fire and Rescue Unit,13.06,27,4,24,0.0,100000
271,I271_5,Flood,98,305,R271_5,Disaster Response Team,5.47,24,0,28,0.8,141.55
271,I271_5,Flood,98,305,R271_6,Medical Response Team,21.44,10,3,15,0.0,100000
272,I272_1,Forest Fire,96,443,R272_1,Fire Unit,7.03,19,5,93,1.0,186.8
272,I272_1,Forest Fire,96,443,R272_2,Medical Response Team,13.3,18,5,65,0.0,100000
272,I272_1,Forest Fire,96,443,R272_3,Search and Rescue Unit,8.34,28,5,32,0.0,100000
272,I272_1,Forest Fire,96,443,R272_4,Search and Rescue Unit,29.92,7,0,12,0.0,100000
272,I272_1,Forest Fire,96,443,R272_5,Multi-Purpose Emergency Unit,24.87,17,4,63,0.7,274.5
272,I272_2,Earthquake,66,124,R272_1,Fire Unit,14.89,19,5,93,0.5,234.1
272,I272_2,Earthquake,66,124,R272_2,Medical Response Team,18.4,18,5,65,0.6,240.65
272,I272_2,Earthquake,66,124,R272_3,Search and Rescue Unit,17.19,28,5,32,1.0,210.35
272,I272_2,Earthquake,66,124,R272_4,Search and Rescue Unit,18.4,7,0,12,1.0,181.4
272,I272_2,Earthquake,66,124,R272_5,Multi-Purpose Emergency Unit,26.18,17,4,63,0.8,265.05
272,I272_3,Cyclone,83,429,R272_1,Fire Unit,20.19,19,5,93,0.4,271.4
272,I272_3,Cyclone,83,429,R272_2,Medical Response Team,1.74,18,5,65,0.4,172.15
272,I272_3,Cyclone,83,429,R272_3,Search and Rescue Unit,3.68,28,5,32,0.8,157.6
272,I272_3,Cyclone,83,429,R272_4,Search and Rescue Unit,25.23,7,0,12,0.8,230.35
272,I272_3,Cyclone,83,429,R272_5,Multi-Purpose Emergency Unit,19.46,17,4,63,0.8,238.25
272,I272_4,Landslide,75,216,R272_1,Fire Unit,3.41,19,5,93,0.0,100000
272,I272_4,Landslide,75,216,R272_2,Medical Response Team,3.3,18,5,65,0.0,100000
272,I272_4,Landslide,75,216,R272_3,Search and Rescue Unit,29.02,28,5,32,1.0,273.1
272,I272_4,Landslide,75,216,R272_4,Search and Rescue Unit,7.54,7,0,12,1.0,130.7
272,I272_4,Landslide,75,216,R272_5,Multi-Purpose Emergency Unit,17.61,17,4,63,0.8,225.8
272,I272_5,Heatwave,27,327,R272_1,Fire Unit,21.42,19,5,93,0.0,100000
272,I272_5,Heatwave,27,327,R272_2,Medical Response Team,18.31,18,5,65,0.9,212.6
272,I272_5,Heatwave,27,327,R272_3,Search and Rescue Unit,24.55,28,5,32,0.0,100000
272,I272_5,Heatwave,27,327,R272_4,Search and Rescue Unit,21.69,7,0,12,0.0,100000
272,I272_5,Heatwave,27,327,R272_5,Multi-Purpose Emergency Unit,1.68,17,4,63,0.6,134.95
273,I273_1,Urban Fire,23,111,R273_1,Fire and Rescue Unit,10.78,3,5,58,1.0,167.6
273,I273_1,Urban Fire,23,111,R273_2,Medical Response Team,24.56,24,5,44,0.0,100000
273,I273_1,Urban Fire,23,111,R273_3,Search and Rescue Unit,25.42,17,2,57,0.5,242.55
273,I273_1,Urban Fire,23,111,R273_4,Ambulance,25.77,22,3,89,0.0,100000
273,I273_1,Urban Fire,23,111,R273_5,Medical Response Team,10.35,12,1,71,0.0,100000
273,I273_1,Urban Fire,23,111,R273_6,Search and Rescue Unit,18.68,49,3,96,0.5,224.6
273,I273_2,Cyclone,92,93,R273_1,Fire and Rescue Unit,22.33,3,5,58,0.6,268.95
273,I273_2,Cyclone,92,93,R273_2,Medical Response Team,25.17,24,5,44,0.4,287.65
273,I273_2,Cyclone,92,93,R273_3,Search and Rescue Unit,7.21,17,2,57,0.8,167.1
273,I273_2,Cyclone,92,93,R273_4,Ambulance,24.95,22,3,89,0.0,100000
273,I273_2,Cyclone,92,93,R273_5,Medical Response Team,3.49,12,1,71,0.4,162.0
273,I273_2,Cyclone,92,93,R273_6,Search and Rescue Unit,21.8,49,3,96,0.8,255.8
273,I273_3,Forest Fire,23,323,R273_1,Fire and Rescue Unit,19.36,3,5,58,1.0,210.5
273,I273_3,Forest Fire,23,323,R273_2,Medical Response Team,9.73,24,5,44,0.0,100000
273,I273_3,Forest Fire,23,323,R273_3,Search and Rescue Unit,15.17,17,2,57,0.0,100000
273,I273_3,Forest Fire,23,323,R273_4,Ambulance,5.99,22,3,89,0.0,100000
273,I273_3,Forest Fire,23,323,R273_5,Medical Response Team,11.79,12,1,71,0.0,100000
273,I273_3,Forest Fire,23,323,R273_6,Search and Rescue Unit,8.31,49,3,96,0.0,100000
273,I273_4,Landslide,62,51,R273_1,Fire and Rescue Unit,21.37,3,5,58,0.4,260.15
273,I273_4,Landslide,62,51,R273_2,Medical Response Team,10.84,24,5,44,0.0,100000
273,I273_4,Landslide,62,51,R273_3,Search and Rescue Unit,24.27,17,2,57,1.0,232.4
273,I273_4,Landslide,62,51,R273_4,Ambulance,26.93,22,3,89,0.0,100000
273,I273_4,Landslide,62,51,R273_5,Medical Response Team,22.77,12,1,71,0.0,100000
273,I273_4,Landslide,62,51,R273_6,Search and Rescue Unit,28.8,49,3,96,1.0,270.8
273,I273_5,Lightning,57,472,R273_1,Fire and Rescue Unit,10.02,3,5,58,0.0,100000
273,I273_5,Lightning,57,472,R273_2,Medical Response Team,3.79,24,5,44,0.9,146.75
273,I273_5,Lightning,57,472,R273_3,Search and Rescue Unit,17.66,17,2,57,0.0,100000
273,I273_5,Lightning,57,472,R273_4,Ambulance,27.31,22,3,89,0.8,267.6
273,I273_5,Lightning,57,472,R273_5,Medical Response Team,21.16,12,1,71,0.9,216.35
273,I273_5,Lightning,57,472,R273_6,Search and Rescue Unit,17.03,49,3,96,0.0,100000
274,I274_1,Earthquake,31,365,R274_1,Medical Response Team,25.08,11,5,43,0.6,254.55
274,I274_1,Earthquake,31,365,R274_2,Search and Rescue Unit,29.51,27,1,49,1.0,238.2
274,I274_1,Earthquake,31,365,R274_3,Fire Unit,7.74,49,2,78,0.5,162.6
274,I274_1,Earthquake,31,365,R274_4,Fire Unit,7.16,22,1,56,0.5,148.2
274,I274_1,Earthquake,31,365,R274_5,Ambulance,19.61,17,4,19,0.4,223.2
274,I274_1,Earthquake,31,365,R274_6,Medical Response Team,6.87,3,3,28,0.6,147.75
274,I274_2,Forest Fire,96,469,R274_1,Medical Response Team,0.87,11,5,43,0.0,100000
274,I274_2,Forest Fire,96,469,R274_2,Search and Rescue Unit,7.69,27,1,49,0.0,100000
274,I274_2,Forest Fire,96,469,R274_3,Fire Unit,1.11,49,2,78,1.0,135.45
274,I274_2,Forest Fire,96,469,R274_4,Fire Unit,18.56,22,1,56,1.0,211.2
274,I274_2,Forest Fire,96,469,R274_5,Ambulance,25.22,17,4,19,0.0,100000
274,I274_2,Forest Fire,96,469,R274_6,Medical Response Team,12.73,3,3,28,0.0,100000
274,I274_3,Cyclone,71,437,R274_1,Medical Response Team,16.76,11,5,43,0.4,236.95
274,I274_3,Cyclone,71,437,R274_2,Search and Rescue Unit,17.26,27,1,49,0.8,200.95
274,I274_3,Cyclone,71,437,R274_3,Fire Unit,12.66,49,2,78,0.4,207.2
274,I274_3,Cyclone,71,437,R274_4,Fire Unit,25.51,22,1,56,0.4,259.95
274,I274_3,Cyclone,71,437,R274_5,Ambulance,17.64,17,4,19,0.0,100000
274,I274_3,Cyclone,71,437,R274_6,Medical Response Team,19.0,3,3,28,0.4,232.4
275,I275_1,Heatwave,67,187,R275_1,Disaster Response Team,16.99,36,4,16,0.0,100000
275,I275_1,Heatwave,67,187,R275_2,Fire Unit,2.2,34,5,60,0.0,100000
275,I275_1,Heatwave,67,187,R275_3,Search and Rescue Unit,10.75,8,4,29,0.0,100000
275,I275_1,Heatwave,67,187,R275_4,Search and Rescue Unit,26.09,47,5,82,0.0,100000
275,I275_1,Heatwave,67,187,R275_5,Disaster Response Team,4.86,31,2,73,0.0,100000
275,I275_1,Heatwave,67,187,R275_6,Ambulance,20.62,31,4,56,0.7,239.9
275,I275_1,Heatwave,67,187,R275_7,Multi-Purpose Emergency Unit,2.43,39,3,8,0.6,134.95
275,I275_1,Heatwave,67,187,R275_8,Flood Rescue Team,21.71,3,4,57,0.0,100000
275,I275_2,Landslide,50,164,R275_1,Disaster Response Team,17.31,36,4,16,0.9,198.55
275,I275_2,Landslide,50,164,R275_2,Fire Unit,28.45,34,5,60,0.0,100000
275,I275_2,Landslide,50,164,R275_3,Search and Rescue Unit,21.97,8,4,29,1.0,221.1
275,I275_2,Landslide,50,164,R275_4,Search and Rescue Unit,21.55,47,5,82,1.0,238.25
275,I275_2,Landslide,50,164,R275_5,Disaster Response Team,14.98,31,2,73,0.9,189.15
275,I275_2,Landslide,50,164,R275_6,Ambulance,21.27,31,4,56,0.0,100000
275,I275_2,Landslide,50,164,R275_7,Multi-Purpose Emergency Unit,28.31,39,3,8,0.8,249.55
275,I275_2,Landslide,50,164,R275_8,Flood Rescue Team,29.59,3,4,57,0.7,278.2
275,I275_3,Lightning,89,183,R275_1,Disaster Response Team,6.85,36,4,16,0.0,100000
275,I275_3,Lightning,89,183,R275_2,Fire Unit,13.84,34,5,60,0.0,100000
275,I275_3,Lightning,89,183,R275_3,Search and Rescue Unit,16.38,8,4,29,0.0,100000
275,I275_3,Lightning,89,183,R275_4,Search and Rescue Unit,20.4,47,5,82,0.0,100000
